pair	gene name1	gene name2	Uniprot1	Uniprot2	PPI Score	ourID	Phys_BioGRID	Gen_BioGRID	string	ExpCont	PDB_complex	UniFun1	UniFun2	KEGG1	KEGG2	Uniloc1	Uniloc2	Phob1	Phob2	KEGGpath1	KEGGpath2	UniPubsInt	UniPubsU	Human	pdbmono1	pdbmono2	orf_name1	orf_name2	orf_name_a	orf_name_b
YNL207W_YPL204W	RIO2	HRR25	P40160	P29295	0.841	1010730at2759_1097975at2759	0.166	na	955	apms	na	Serine/threonine-protein kinase RIO2 (EC 2.7.11.1)	Casein kinase I homolog HRR25 (EC 2.7.11.1)	YNL207W	YPL204W	Cytoplasm. Nucleus. Note=Predominantly cytoplasmic.	Cytoplasm {ECO:0000269|PubMed:12628929}. Nucleus, nucleolus {ECO:0000269|PubMed:12628929}. Nucleus, nucleoplasm {ECO:0000269|PubMed:12628929}.	-	-	genetic,metabolism	genetic,metabolism	12628929, 24374639, 14562106	17	both	6y7c_l	5czo_B	YNL207W	YPL204W	YNL207W	YPL204W
YHR086W_YML046W	NAM8	PRP39	Q00539	P39682	0.841	775799at2759_887474at2759	0.093	0	999	apms	ortholog	Protein NAM8	Pre-mRNA-processing factor 39	na	na	Mitochondrion.	Nucleus.	-	-	na	na	24374639, 14562106	9	both	6n7x_F	6n7x_E	YHR086W	YML046W	YHR086W	YML046W
YMR186W_YOR057W	SGT1	HSC82	Q08446	P15108	0.84	1426397at2759_924636at2759	0.835	0.251	996	gold	na	Protein SGT1 (Suppressor of G2 allele of SKP1)	ATP-dependent molecular chaperone HSC82 (82 kDa heat shock cognate protein) (Heat shock protein Hsp90 constitutive isoform)	na	na	na	Cytoplasm. Mitochondrion.	-	-	na	na	24374639, 18407956, 14562106	21	both	5an3_C	6xlh_B	YOR057W	YMR186W	YMR186W	YOR057W
YBR146W_YPL118W	MRP51	MRPS9	Q02950	P38120	0.84	1430608at2759_1430790at2759	na	na	983	apms	na	37S ribosomal protein MRP51, mitochondrial (Mitochondrial small ribosomal subunit protein bS1m)	37S ribosomal protein S9, mitochondrial (Mitochondrial small ribosomal subunit protein uS9m)	na	na	Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:9528754}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	Mitochondrion {ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	-	-	na	na	12392552, 28154081, 25609543, 14576278, 11278769, 24374639	15	2	5mrf_AA	5mrf_II	YPL118W	YBR146W	YBR146W	YPL118W
YIL004C_YLR268W	BET1	SEC22	P22804	P22214	0.839	1450835at2759_903466at2759	1.536	0.683	999	lit	na	Protein transport protein BET1 (Suppressor of loss of YPT1 protein 12) (Protein SLY12)	Protein transport protein SEC22 (Suppressor of loss of YPT1 protein 2)	YIL004C	YLR268W	Golgi apparatus membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}.	Membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}. Golgi apparatus membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}.	Transmembrane	Transmembrane	genetic	cellular,genetic	12941276, 24374639, 1990290, 11001058	16	both	na	na	YIL004C	YLR268W	YIL004C	YLR268W
YHR111W_YIL008W	UBA4	URM1	P38820	P40554	0.838	1445129at2759_1541629at2759	1.021	na	999	y2h	homolog	Adenylyltransferase and sulfurtransferase UBA4 (Needs CLA4 to survive protein 3) (Ubiquitin-like protein activator 4) [Includes: Adenylyltransferase UBA4 (EC 2.7.7.-); Sulfurtransferase UBA4 (EC 2.8.1.-)]	Ubiquitin-related modifier 1	YHR111W	YIL008W	Cytoplasm {ECO:0000255|HAMAP-Rule:MF_03049, ECO:0000269|PubMed:14562095}.	Cytoplasm. Nucleus.	-	-	genetic	genetic	19151091, 24374639, 14562106, 10713047, 18755837, 14562095, 19145231, 18664566, 18491921	20	1	na	2qjl_A	YHR111W	YIL008W	YHR111W	YIL008W
YNL138W_YOR122C	SRV2	PFY1	P17555	P07274	0.838	1098760at2759_1428600at2759	1.005	2.333	965	na	na	Adenylyl cyclase-associated protein (CAP)	Profilin	YNL138W	YOR122C	Cytoplasm, cytoskeleton, actin patch {ECO:0000269|PubMed:8552082}. Note=Cortical actin patches.	Cytoplasm, cytoskeleton.	-	-	cellular,genetic	cellular,genetic	24374639	17	both	1k4z_B	1ypr_B	YNL138W	YOR122C	YNL138W	YOR122C
YGR220C_YPL194W	DDC1	MRPL9	Q08949	P31334	0.8374	1014888at2759_1269775at2759	na	na	na	na	na	DNA damage checkpoint protein 1	54S ribosomal protein L9, mitochondrial (Mitochondrial large ribosomal subunit protein uL3m) (YmL9)	YPL194W	YGR220C	Cytoplasm. Nucleus.	Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	-	-	cellular,genetic	genetic	24374639, 14562095, 14562106	27	2	na	3j6b_C	YPL194W	YGR220C	YGR220C	YPL194W
YLR321C_YMR091C	SFH1	NPL6	Q06168	P32832	0.8374	1286941at2759_512952at2759	0.096	na	982	lit	ortholog	Chromatin structure-remodeling complex subunit SFH1 (RSC complex subunit SFH1) (SNF5 homolog 1)	Chromatin structure-remodeling complex subunit RSC7 (Nuclear protein localization protein 6) (Remodel the structure of chromatin complex subunit 7)	YLR321C	YMR091C	Nucleus {ECO:0000269|PubMed:12697820}. Note=Localizes to centromeric and flanking chromatin. Association with these loci is dependent on STH1.	Nucleus {ECO:0000269|PubMed:14562095}.	-	-	genetic	genetic	24374639, 18407956, 14562106	17	na	6v92_Q	6v92_E	YLR321C	YMR091C	YLR321C	YMR091C
YNL158W_YNL213C	RRG9	PGA1	P40156	P53896	0.8374	1345098at2759_1540959at2759	na	na	na	na	na	Required for respiratory growth protein 9, mitochondrial	GPI mannosyltransferase 2 subunit PGA1 (Processing of GAS1 and ALP protein 1)	na	na	Mitochondrion {ECO:0000269|PubMed:16823961}.	Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:17615295}; Single-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:17615295}.	-	Transmembrane	na	na	24374639, 9169873, 14562106	10	na	na	na	YNL213C	YNL158W	YNL158W	YNL213C
YFR034C_YNL289W	PHO4	PCL1	P07270	P24867	0.837	1278020at2759_1505302at2759	0.333	na	764	na	na	Phosphate system positive regulatory protein PHO4	PHO85 cyclin-1 (Cyclin HCS26) (G1/S-specific cyclin PCL1)	YFR034C	YNL289W	Cytoplasm {ECO:0000269|PubMed:8539622}. Nucleus {ECO:0000255|PROSITE-ProRule:PRU00981, ECO:0000269|PubMed:8539622}. Note=Predominantly cytoplasmic under high-phosphate conditions and localized to the nucleus upon phosphate starvation.	Cytoplasm {ECO:0000269|PubMed:14688790}. Nucleus {ECO:0000269|PubMed:14688790}. Note=Localizes to the incipient bud site.	-	-	genetic,cellular	cellular	24374639	29	na	1a0a_B	na	YFR034C	YNL289W	YFR034C	YNL289W
YDR060W_YNL301C	RPL18B	MAK21	P0CX50	Q12176	0.837	1303996at2759_551907at2759	0	na	282	apms	na	60S ribosomal protein L18-B (Large ribosomal subunit protein eL18-B) (RP28)	Ribosome biogenesis protein MAK21 (Maintenance of killer protein 21) (Nucleolar complex protein 1)	YOL120C	YDR060W	Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:22096102}.	Nucleus, nucleolus {ECO:0000269|PubMed:11371346}.	-	Transmembrane	genetic	genetic	22814378, 24374639, 14562106	23	both	7btb_Q	na	YNL301C	YDR060W	YDR060W	YNL301C
YGL147C_YOR312C	RPL20B	RPL9A	P0CX24	P05738	0.8354	1265349at2759_1408258at2759	na	na	999	apms	ortholog	60S ribosomal protein L20-B (L18a) (Large ribosomal subunit protein eL20-B)	60S ribosomal protein L9-A (L8) (Large ribosomal subunit protein uL6-A) (RP24) (YL11)	YOR312C	YGL147C	Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:22096102}.	Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:22096102}.	-	-	genetic	genetic	22096102, 9559554, 24524803, 24374639, 14562095	20	both	7btb_S	7nrd_LK	YOR312C	YGL147C	YGL147C	YOR312C
YHL031C_YKL179C	COY1	GOS1	P34237	P38736	0.835	1081139at2759_1319902at2759	na	1.111	990	na	na	Protein CASP	Golgi SNAP receptor complex member 1 (Golgi SNARE protein 1) (Protein transport protein GOS1)	YKL179C	YHL031C	Golgi apparatus membrane {ECO:0000269|PubMed:12429822}; Single-pass type IV membrane protein {ECO:0000269|PubMed:12429822}.	Golgi apparatus membrane {ECO:0000269|PubMed:16107716, ECO:0000269|PubMed:16699523, ECO:0000269|PubMed:9755865}; Single-pass type IV membrane protein {ECO:0000269|PubMed:16107716, ECO:0000269|PubMed:16699523, ECO:0000269|PubMed:9755865}. Note=Punctate localization pattern. Localization affected by loss of SVP26, a membrane protein, and is shifted to the ER.	Transmembrane	Transmembrane	genetic	genetic	17330950, 19779198, 24374639, 12429822	20	2	na	na	YKL179C	YHL031C	YHL031C	YKL179C
YMR117C_YOL069W	SPC24	NUF2	Q04477	P33895	0.833	1614435at2759_752521at2759	1.459	0.25	999	gold	ortholog	Kinetochore protein SPC24	Kinetochore protein NUF2	YMR117C	YOL069W	Nucleus {ECO:0000269|PubMed:11179222, ECO:0000269|PubMed:11266451, ECO:0000269|PubMed:11952896}. Chromosome, centromere, kinetochore {ECO:0000269|PubMed:11179222, ECO:0000269|PubMed:11266451, ECO:0000269|PubMed:11952896}. Note=Associated with kinetochores. {ECO:0000269|PubMed:11179222, ECO:0000269|PubMed:11266451, ECO:0000269|PubMed:11952896}.	Nucleus. Chromosome, centromere, kinetochore. Note=Associated with kinetochores.	-	-	genetic	genetic	15809444, 14562106, 11266451, 12514103, 11179222, 15371542, 24374639	15	2	2fv4_B	na	YMR117C	YOL069W	YMR117C	YOL069W
YDR416W_YKL095W	YJU2	SYF1	P28320	Q04048	0.833	1583452at2759_370051at2759	0.383	0	999	na	ortholog	Splicing factor YJU2	Pre-mRNA-splicing factor SYF1 (PRP19-associated complex protein 90) (Synthetic lethal with CDC40 protein 1)	na	na	Nucleus {ECO:0000255|HAMAP-Rule:MF_03226, ECO:0000269|PubMed:14562095}.	Nucleus {ECO:0000269|PubMed:14562095}.	-	-	na	na	11884590, 14690591, 24374639, 14562095, 14562106	19	both	6j6q_F	7dco_I	YKL095W	YDR416W	YDR416W	YKL095W
YGR123C_YMR186W	PPT1	HSC82	P53043	P15108	0.8325	671536at2759_924636at2759	1.329	0.077	945	na	na	Serine/threonine-protein phosphatase T (PPT) (EC 3.1.3.16)	ATP-dependent molecular chaperone HSC82 (82 kDa heat shock cognate protein) (Heat shock protein Hsp90 constitutive isoform)	YGR123C	YMR186W	Nucleus {ECO:0000269|PubMed:12694636, ECO:0000269|PubMed:14562095}.	Cytoplasm. Mitochondrion.	-	-	metabolism	metabolism,genetic,cellular	24374639, 14562095, 14562106	22	both	3icf_B	6xlh_B	YGR123C	YMR186W	YGR123C	YMR186W
YDR279W_YLR154C	RNH202	RNH203	Q05635	Q12338	0.8325	1231238at2759_1795865at2759	0.251	na	997	y2h	na	Ribonuclease H2 subunit B (RNase H2 subunit B) (Rnh2B) (RNase H(202)) (Ribonuclease HI subunit B)	Ribonuclease H2 subunit C (RNase H2 subunit C) (Rnh2C) (RNase H(203)) (Ribonuclease HI subunit C)	na	na	Nucleus {ECO:0000269|PubMed:14562095}.	Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.	-	-	na	na	17322287, 14734815, 24374639, 14562095, 14562106	11	na	na	na	YDR279W	YLR154C	YDR279W	YLR154C
YDR016C_YGL061C	DUO1	DAD1	P53168	Q12248	0.832	1518569at2759_1588341at2759	0.566	0.143	998	gold	na	DASH complex subunit DUO1 (Death upon overproduction protein 1) (Outer kinetochore protein DUO1)	DASH complex subunit DAD1 (DUO1 and DAM1-interacting protein 1) (Outer kinetochore protein DAD1)	YGL061C	YDR016C	Nucleus {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:9817759}. Cytoplasm, cytoskeleton, spindle pole {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:9817759}. Chromosome, centromere, kinetochore {ECO:0000269|PubMed:9817759}. Note=Associates with the mitotic spindle and the kinetochore. {ECO:0000269|PubMed:9817759}.	Nucleus {ECO:0000269|PubMed:14562095}. Cytoplasm, cytoskeleton, spindle {ECO:0000269|PubMed:14562095}. Chromosome, centromere, kinetochore {ECO:0000269|PubMed:14562095}. Note=Associates with the mitotic spindle and the kinetochore.	-	-	genetic	genetic	17322287, 14562106, 16715078, 15664196, 15640796, 16777964, 14562095, 16415853, 24374639	17	na	na	na	YGL061C	YDR016C	YDR016C	YGL061C
YCR071C_YKR006C	IMG2	MRPL13	P25642	Q02204	0.8315	1534017at2759_1601090at2759	na	na	821	apms	ortholog	54S ribosomal protein IMG2, mitochondrial (Integrity of mitochondrial genome protein 2) (Mitochondrial large ribosomal subunit protein mL49)	54S ribosomal protein L13, mitochondrial (Mitochondrial large ribosomal subunit protein mL50) (YmL13)	YCR071C	na	Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	-	-	genetic	na	24675956, 14562106, 25609543, 14576278, 14562095, 24374639	15	1	3j6b_7	5mrf_8	YCR071C	YKR006C	YCR071C	YKR006C
YPL237W_YPR041W	SUI3	TIF5	P09064	P38431	0.831	1178655at2759_979826at2759	2.188	0.476	986	lit	ortholog	Eukaryotic translation initiation factor 2 subunit beta (eIF-2-beta)	Eukaryotic translation initiation factor 5 (eIF-5)	YPL237W	YPR041W	na	na	-	-	genetic,metabolism	genetic	17330950, 18407956, 9169875, 19779198, 10075937, 24374639	13	both	6qg6_P	6fyy_m	YPL237W	YPR041W	YPL237W	YPR041W
YDL060W_YNL207W	RIO2	TSR1	P40160	Q07381	0.8306	1010730at2759_186926at2759	0.446	na	999	apms	ortholog	Serine/threonine-protein kinase RIO2 (EC 2.7.11.1)	Ribosome biogenesis protein TSR1 (20S rRNA accumulation protein 1)	YNL207W	YDL060W	Cytoplasm. Nucleus. Note=Predominantly cytoplasmic.	Cytoplasm. Nucleus, nucleolus.	-	-	genetic,metabolism	genetic	15167894, 12628929, 16159874, 24374639, 14562106	14	both	6y7c_l	6y7c_t	YNL207W	YDL060W	YDL060W	YNL207W
YGL110C_YJL065C	DLS1	CUE3	P40366	P53137	0.83	1622159at2759_632951at2759	na	na	na	na	na	Protein DLS1 (DPB3-like subunit of ISW2 complex 1)	CUE domain-containing protein 3 (Coupling of ubiquitin conjugation to ER degradation protein 3)	YJL065C	na	Nucleus {ECO:0000269|PubMed:14562095}.	Cytoplasm {ECO:0000269|PubMed:14562095}.	-	-	genetic	na	24374639, 14562095, 14562106	16	1	na	na	YJL065C	YGL110C	YGL110C	YJL065C
YDL105W_YJL149W	DAS1	NSE4	P47005	P43124	0.829	1011883at2759_935469at2759	na	na	na	na	na	F-box protein DAS1 (DST1-delta 6-azauracil sensitivity protein 1)	Non-structural maintenance of chromosome element 4 (Non-SMC element 4) (Protein QRI2)	na	na	na	Nucleus {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15752197}.	-	-	na	na	24374639	18	2	na	na	YJL149W	YDL105W	YDL105W	YJL149W
YDR116C_YOR150W	MRPL23	MRPL1	Q12487	Q04599	0.829	1119705at2759_1432931at2759	na	na	997	apms	na	54S ribosomal protein L23, mitochondrial (Mitochondrial large ribosomal subunit protein uL13m) (YmL23)	54S ribosomal protein L1, mitochondrial (Mitochondrial large ribosomal subunit protein uL1m)	YOR150W	YDR116C	Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	-	-	genetic	genetic	17322287, 24675956, 12392552, 14562106, 25609543, 14576278, 14562095, 24374639	13	both	3j6b_H	na	YOR150W	YDR116C	YDR116C	YOR150W
YKL059C_YNL317W	PFS2	MPE1	P42841	P35728	0.8286	604979at2759_872739at2759	0.146	na	996	lit	na	Polyadenylation factor subunit 2	Protein MPE1	YNL317W	YKL059C	Nucleus {ECO:0000269|PubMed:12819204, ECO:0000269|PubMed:14562095}.	Nucleus {ECO:0000269|PubMed:12819204}.	-	-	genetic	genetic	12819204, 24374639, 14562106	11	1	6eoj_D	6i1d_B	YNL317W	YKL059C	YKL059C	YNL317W
YBR290W_YER125W	BSD2	RSP5	P38356	P39940	0.8286	1156509at2759_167687at2759	0.76	na	970	na	na	Metal homeostatis protein BSD2 (Bypass SOD defects protein 2)	E3 ubiquitin-protein ligase RSP5 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase RSP5) (Reverses SPT-phenotype protein 5)	na	na	Endoplasmic reticulum. Vacuole. Membrane; Multi-pass membrane protein.	Cytoplasm {ECO:0000269|PubMed:22000681}. Nucleus {ECO:0000305}. Cytoplasm, cytoskeleton, actin patch {ECO:0000269|PubMed:22000681}.	Transmembrane	-	na	na	22106047, 24374639	32	2	na	3olm_A	YBR290W	YER125W	YBR290W	YER125W
YJL131C_YLR103C	AIM23	CDC45	C8ZB86	Q08032	0.8276	1308762at2759_1309031at2759	na	na	na	na	na	Altered inheritance of mitochondria protein 23, mitochondrial	Cell division control protein 45	na	na	Mitochondrion {ECO:0000250}.	Nucleus {ECO:0000269|PubMed:8901577}.	-	-	na	na	na	8	2	na	6skl_E	YJL131C	YLR103C	YJL131C	YLR103C
YDL136W_YJL177W	RPL17B	RPL35B	P46990	P0CX85	0.8276	1362349at2759_1468839at2759	na	na	999	apms	na	60S ribosomal protein L17-B (L20) (Large ribosomal subunit protein uL22-B) (YL17)	60S ribosomal protein L35-B (Large ribosomal subunit protein uL29-B)	YJL177W	YDL191W	Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:22096102}.	Cytoplasm {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:22096102}.	-	-	genetic	genetic	14562106, 24524803, 14562095, 22096102, 9559554, 24374639	18	both	7btb_P	7btb_h	YJL177W	YDL136W	YDL136W	YJL177W
YAL042W_YKR100C	ERV46	SKG1	P39727	P36169	0.827	1318747at2759_1543691at2759	na	na	na	na	na	ER-derived vesicles protein ERV46	Suppressor of lethality of KEX2 GAS1 double null mutant protein 1	YAL042W	na	Endoplasmic reticulum membrane; Multi-pass membrane protein. Golgi apparatus membrane; Multi-pass membrane protein. Note=Recycles between endoplasmic reticulum and Golgi. Resides in the endoplasmic and Golgi compartments, and then packaged into endoplasmic reticulum derived vesicles.	Cell membrane; Single-pass type III membrane protein; Cytoplasmic side. Bud membrane; Single-pass type III membrane protein; Cytoplasmic side. Note=Localizes on the inner surface of the plasma membrane at the bud and in the daughter cell. Localizes at an incipient bud site in the cells with emerging buds, a bud tip in small- or medium-budded cells, and a cell periphery in large-budded cells.	Transmembrane	Transmembrane	genetic	na	24374639	13	1	na	na	YAL042W	YKR100C	YAL042W	YKR100C
YDL137W_YML097C	ARF2	VPS9	P19146	P54787	0.827	1362554at2759_944088at2759	1	1	350	na	homolog	ADP-ribosylation factor 2	Vacuolar protein sorting-associated protein 9 (Vacuolar protein-targeting protein 9)	YDL137W	YML097C	Golgi apparatus {ECO:0000269|PubMed:14562095}.	Cytoplasm.	-	-	cellular,genetic	genetic	24374639, 14562106	14	both	1mr3_F	na	YDL137W	YML097C	YDL137W	YML097C
YCL045C_YHR135C	EMC1	YCK1	P25574	P23291	0.8267	1017611at2759_889559at2759	na	na	na	na	na	ER membrane protein complex subunit 1	Casein kinase I homolog 1 (EC 2.7.11.1)	YCL045C	YHR135C	Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Single-pass type I membrane protein {ECO:0000269|PubMed:14562095}.	Cell membrane {ECO:0000269|PubMed:10866691}; Lipid-anchor {ECO:0000269|PubMed:10866691}. Mitochondrion membrane {ECO:0000269|PubMed:16823961}.	Transmembrane	-	genetic	metabolism	24374639, 14562106	20	both	7ktx_A	5x18_B	YCL045C	YHR135C	YCL045C	YHR135C
YLR150W_YNL112W	STM1	DBP2	P39015	A6ZRX0	0.8267	1527412at2759_638613at2759	na	na	na	apms	na	Suppressor protein STM1 (3BP1) (GU4 nucleic-binding protein 2) (G4p2 protein) (POP2 multicopy suppressor protein 4) (Ribosomal subunits association factor) (AF) (TOM1 suppressor protein 1) (Triplex-binding protein 1)	ATP-dependent RNA helicase DBP2 (EC 3.6.4.13) (DEAD box protein 2) (p68-like protein)	YLR150W	YNL112W	Cytoplasm. Nucleus. Cytoplasm, perinuclear region. Note=Concentrated in the perinuclear region.	Cytoplasm {ECO:0000250}. Nucleus {ECO:0000250}.	-	-	genetic	genetic	na	18	2	6hhq_sM	na	YLR150W	YNL112W	YLR150W	YNL112W
